Arquivo;Reuniao;Data (AAAA/MM);Tema_Classificado;Ocorrencias;Relevancia_(%);Palavras_Chave_Ativadas;Trecho_Prova_(Auditoria)
78_2025_Pleno_ordin_ata.pdf;78ª Reunião Ordinária;2025;Mobilidade Urbana: Organização Geral e Prestação de Contas;34;10.3;custos, orcament, planmob, plano de mobilidade, plano diretor, tarifa;O plano plurianual, que é uma peça orçamentária também de quatro anos, com uma temporalidade um pouquinho distinta, mas que se baseia bastante no programa de metas. [...] O orçamento cidadão, que é, na verdade, a lei orçamentária anual, que só fala de um ano, mas que está sendo discutido no mesmo momento, inclusive com os mesmos instrumentos, e eu já os apresento.
78_2025_Pleno_ordin_ata.pdf;78ª Reunião Ordinária;2025;Segurança Viária;34;10.3;acidente, atropelamento, morte, seguranca, sinistro, velocidade;Caminhão de caçamba, caminhões com insumos, caminhões de betoneiras, todos têm um horário para trafegar exatamente para evitar afunilamento de trânsito, aumento de trânsito, segurança viária por conta de caminhões de peso muito alto trafegando e com risco para trafegar junto aos carros de pequeno porto. [...] Depois, a gente tem o Viver São Paulo, com 40 metas, principalmente segurança, assistência social, saúde e educação.
78_2025_Pleno_ordin_ata.pdf;78ª Reunião Ordinária;2025;Mobilidade Ativa: Bicicletas;19;5.8;bicicleta, ciclista, ciclovia;Vamos supor que tenha uma meta falando, uma proposta relacionada ao aquate, com outra relacionada às ciclovias, seriam duas propostas distintas, entendeu? [...] A gente também faz esse planejamento junto aos planos setoriais, por exemplo, o Programa de Segurança Viária e o de Ciclovias.
80_2025_Pleno_ordin_ata.pdf;80ª Reunião Ordinária;2025;Transporte Público Coletivo;70;22.8;bilhete unico, frota, metro, onibus, sptrans;80ª REUNIÃO ORDINÁRIA DO CMTT Data: 29/08/2025 Horário: 09h00 Participantes: Alexandre Bürgel - Zona Sul – Conselheiros CMTT (Sociedade Civil) Amaury - Observador Andrea – SPTrans – Conselheiros CMTT (Governo) Antonio Matias Ceará – Conselheiros CMTT (Operadores de Transporte) Caique Alves de Souza – Conselheiros CMTT (Sociedade Civil) Carlos Alberto S Codesseira – Conselheiros CMTT (Governo) Caroline Duarte Ceará – Conselheiros CMTT (Operadores de Transporte) Conselheira Marta Porta – Conselheiros CMTT (Sociedade Civil) Daniel Augusto De Souza Borges – Conselheiros CMTT (Governo) Daniela Mangini – CET/Imprensa Dawton Roberto Batista Gaia – SMT/AT Debora S Sciama (NDANT) Debora Sipukow - – Conselheiros CMTT (Governo) Denis SPTrans Diego Santos - SPTrans Eduardo Reis – SPTrans – Conselheiros CMTT (Governo) Educalibras | Wallace e Amanda Élio Camargo - CTMP George Queiroz – Conselheiros CMTT (Sociedade Civil) Gustavo dos Santos Azevedo – Conselheiros CMTT (Sociedade Civil) Izumu Honda – Conselheiros CMTT (Sociedade Civil) Jornal Bicicleta - CTB Jose Julio Rebelo – CET/GST Lea – SMT/AT Leandro Frenham Chemalle - Observador Marcelo Almeida Pereira Marcus Vinicius B Buelloni – CET/GPL Mario Luiz de Camargo Filho Mauro Calliari - CTMP Michele Perea Cavinato – SMT/AT Osvaldo – CT Transporte Escolar Pamela Escolastico Rodrigues – Conselheiros CMTT (Governo) Pcabral Priscila (SPTrans) – Conselheiros CMTT (Governo) Rafael Rafael Calabria - Observador Rafael Mielnik – SMT/AT Rafaela Moreira – Conselheiros CMTT (Sociedade Civil) Raphael Secanho (SPTrans) Renan Villarta – Conselheiros CMTT (Sociedade Civil) Ricardo Pradas – SMT/AT Richard Melo – Conselheiros CMTT (Sociedade Civil) Rodrigo Candido – SMT/Imprensa Rodrigo Dias Paes Landim – SMT/AT Sara Raquel Miranda de Araujo – SMT/AT Thomas Wang - CTB Wagner palma – Conselheiros CMTT (Operadores de Transporte) Pautas 1. [...] Mamãe Tarifa Zero: Apresentação do Programa e Resultados da Pesquisa – Rafael Barros de Camargo, Diretoria de Planejamento de Transporte/SPTrans.
80_2025_Pleno_ordin_ata.pdf;80ª Reunião Ordinária;2025;Mobilidade Ativa: Bicicletas;63;20.5;bicicleta, ciclista, ciclofaixa, ciclovia;80ª REUNIÃO ORDINÁRIA DO CMTT Data: 29/08/2025 Horário: 09h00 Participantes: Alexandre Bürgel - Zona Sul – Conselheiros CMTT (Sociedade Civil) Amaury - Observador Andrea – SPTrans – Conselheiros CMTT (Governo) Antonio Matias Ceará – Conselheiros CMTT (Operadores de Transporte) Caique Alves de Souza – Conselheiros CMTT (Sociedade Civil) Carlos Alberto S Codesseira – Conselheiros CMTT (Governo) Caroline Duarte Ceará – Conselheiros CMTT (Operadores de Transporte) Conselheira Marta Porta – Conselheiros CMTT (Sociedade Civil) Daniel Augusto De Souza Borges – Conselheiros CMTT (Governo) Daniela Mangini – CET/Imprensa Dawton Roberto Batista Gaia – SMT/AT Debora S Sciama (NDANT) Debora Sipukow - – Conselheiros CMTT (Governo) Denis SPTrans Diego Santos - SPTrans Eduardo Reis – SPTrans – Conselheiros CMTT (Governo) Educalibras | Wallace e Amanda Élio Camargo - CTMP George Queiroz – Conselheiros CMTT (Sociedade Civil) Gustavo dos Santos Azevedo – Conselheiros CMTT (Sociedade Civil) Izumu Honda – Conselheiros CMTT (Sociedade Civil) Jornal Bicicleta - CTB Jose Julio Rebelo – CET/GST Lea – SMT/AT Leandro Frenham Chemalle - Observador Marcelo Almeida Pereira Marcus Vinicius B Buelloni – CET/GPL Mario Luiz de Camargo Filho Mauro Calliari - CTMP Michele Perea Cavinato – SMT/AT Osvaldo – CT Transporte Escolar Pamela Escolastico Rodrigues – Conselheiros CMTT (Governo) Pcabral Priscila (SPTrans) – Conselheiros CMTT (Governo) Rafael Rafael Calabria - Observador Rafael Mielnik – SMT/AT Rafaela Moreira – Conselheiros CMTT (Sociedade Civil) Raphael Secanho (SPTrans) Renan Villarta – Conselheiros CMTT (Sociedade Civil) Ricardo Pradas – SMT/AT Richard Melo – Conselheiros CMTT (Sociedade Civil) Rodrigo Candido – SMT/Imprensa Rodrigo Dias Paes Landim – SMT/AT Sara Raquel Miranda de Araujo – SMT/AT Thomas Wang - CTB Wagner palma – Conselheiros CMTT (Operadores de Transporte) Pautas 1. [...] Consolidação do Planejamento Cicloviário – Dawton Gaia, Assessoria Técnica/SMT.
80_2025_Pleno_ordin_ata.pdf;80ª Reunião Ordinária;2025;Transporte Escolar e Fretamento;53;17.3;escolar, teg, van;80ª REUNIÃO ORDINÁRIA DO CMTT Data: 29/08/2025 Horário: 09h00 Participantes: Alexandre Bürgel - Zona Sul – Conselheiros CMTT (Sociedade Civil) Amaury - Observador Andrea – SPTrans – Conselheiros CMTT (Governo) Antonio Matias Ceará – Conselheiros CMTT (Operadores de Transporte) Caique Alves de Souza – Conselheiros CMTT (Sociedade Civil) Carlos Alberto S Codesseira – Conselheiros CMTT (Governo) Caroline Duarte Ceará – Conselheiros CMTT (Operadores de Transporte) Conselheira Marta Porta – Conselheiros CMTT (Sociedade Civil) Daniel Augusto De Souza Borges – Conselheiros CMTT (Governo) Daniela Mangini – CET/Imprensa Dawton Roberto Batista Gaia – SMT/AT Debora S Sciama (NDANT) Debora Sipukow - – Conselheiros CMTT (Governo) Denis SPTrans Diego Santos - SPTrans Eduardo Reis – SPTrans – Conselheiros CMTT (Governo) Educalibras | Wallace e Amanda Élio Camargo - CTMP George Queiroz – Conselheiros CMTT (Sociedade Civil) Gustavo dos Santos Azevedo – Conselheiros CMTT (Sociedade Civil) Izumu Honda – Conselheiros CMTT (Sociedade Civil) Jornal Bicicleta - CTB Jose Julio Rebelo – CET/GST Lea – SMT/AT Leandro Frenham Chemalle - Observador Marcelo Almeida Pereira Marcus Vinicius B Buelloni – CET/GPL Mario Luiz de Camargo Filho Mauro Calliari - CTMP Michele Perea Cavinato – SMT/AT Osvaldo – CT Transporte Escolar Pamela Escolastico Rodrigues – Conselheiros CMTT (Governo) Pcabral Priscila (SPTrans) – Conselheiros CMTT (Governo) Rafael Rafael Calabria - Observador Rafael Mielnik – SMT/AT Rafaela Moreira – Conselheiros CMTT (Sociedade Civil) Raphael Secanho (SPTrans) Renan Villarta – Conselheiros CMTT (Sociedade Civil) Ricardo Pradas – SMT/AT Richard Melo – Conselheiros CMTT (Sociedade Civil) Rodrigo Candido – SMT/Imprensa Rodrigo Dias Paes Landim – SMT/AT Sara Raquel Miranda de Araujo – SMT/AT Thomas Wang - CTB Wagner palma – Conselheiros CMTT (Operadores de Transporte) Pautas 1. [...] A gente tem alguns requisitos que são importantes para a concessão do benefício, principalmente que está escrita no CadÚnico, reside a uma distância superior a 1,5 km do estabelecimento e ela também não esteja hoje vinculada a outro serviço da Prefeitura, que é o TEG.
80_2025_Pleno_ordin_ata.pdf;80ª Reunião Ordinária;2025;Mobilidade Urbana: Organização Geral e Prestação de Contas;43;14.0;orcament, plano de mobilidade, subsidio, tarifa;Mamãe Tarifa Zero: Apresentação do Programa e Resultados da Pesquisa – Rafael Barros de Camargo, Diretoria de Planejamento de Transporte/SPTrans. [...] Aqui, no caso, o programa Mamãe Tarifa Zero é um programa da Prefeitura que tem parceria entre a Secretaria de Educação e a Secretaria de Transportes.
80_2025_Pleno_ordin_ata.pdf;80ª Reunião Ordinária;2025;Segurança Viária;20;6.5;seguranca, sinistro, velocidade, visao zero;Estabelece a localização dos pontos conforme parâmetros técnicos de distanciamento, relevo e condições de segurança. [...] As maiores vítimas de crianças são supervítimas de sinistros de trânsito e a gente tem que descriminalizar essa coisa.
80_2025_Pleno_ordin_ata.pdf;80ª Reunião Ordinária;2025;Composição e Governança do Conselho;17;5.5;conselheiro, conselho, mandato, representante;80ª REUNIÃO ORDINÁRIA DO CMTT Data: 29/08/2025 Horário: 09h00 Participantes: Alexandre Bürgel - Zona Sul – Conselheiros CMTT (Sociedade Civil) Amaury - Observador Andrea – SPTrans – Conselheiros CMTT (Governo) Antonio Matias Ceará – Conselheiros CMTT (Operadores de Transporte) Caique Alves de Souza – Conselheiros CMTT (Sociedade Civil) Carlos Alberto S Codesseira – Conselheiros CMTT (Governo) Caroline Duarte Ceará – Conselheiros CMTT (Operadores de Transporte) Conselheira Marta Porta – Conselheiros CMTT (Sociedade Civil) Daniel Augusto De Souza Borges – Conselheiros CMTT (Governo) Daniela Mangini – CET/Imprensa Dawton Roberto Batista Gaia – SMT/AT Debora S Sciama (NDANT) Debora Sipukow - – Conselheiros CMTT (Governo) Denis SPTrans Diego Santos - SPTrans Eduardo Reis – SPTrans – Conselheiros CMTT (Governo) Educalibras | Wallace e Amanda Élio Camargo - CTMP George Queiroz – Conselheiros CMTT (Sociedade Civil) Gustavo dos Santos Azevedo – Conselheiros CMTT (Sociedade Civil) Izumu Honda – Conselheiros CMTT (Sociedade Civil) Jornal Bicicleta - CTB Jose Julio Rebelo – CET/GST Lea – SMT/AT Leandro Frenham Chemalle - Observador Marcelo Almeida Pereira Marcus Vinicius B Buelloni – CET/GPL Mario Luiz de Camargo Filho Mauro Calliari - CTMP Michele Perea Cavinato – SMT/AT Osvaldo – CT Transporte Escolar Pamela Escolastico Rodrigues – Conselheiros CMTT (Governo) Pcabral Priscila (SPTrans) – Conselheiros CMTT (Governo) Rafael Rafael Calabria - Observador Rafael Mielnik – SMT/AT Rafaela Moreira – Conselheiros CMTT (Sociedade Civil) Raphael Secanho (SPTrans) Renan Villarta – Conselheiros CMTT (Sociedade Civil) Ricardo Pradas – SMT/AT Richard Melo – Conselheiros CMTT (Sociedade Civil) Rodrigo Candido – SMT/Imprensa Rodrigo Dias Paes Landim – SMT/AT Sara Raquel Miranda de Araujo – SMT/AT Thomas Wang - CTB Wagner palma – Conselheiros CMTT (Operadores de Transporte) Pautas 1. [...] Eu falo já como conselheiro, enfim, contra a desativação dos outros fios que estão no trólebus, que ele tem muita importância pra cidade.
81_2025_Pleno_ordin_ata.pdf;81ª Reunião Ordinária;2025;Segurança Viária;66;23.2;morte, seguranca, sinistro, velocidade, visao zero;INFOSIGA 3.0 – Diretoria de Segurança, DETRAN SP 3. [...] Estou hoje como coordenador-geral de segurança viária nessa nova Diretoria de Segurança Viária, desse novo Detran-SP, que eu quero rapidamente, depois, apresentar.
81_2025_Pleno_ordin_ata.pdf;81ª Reunião Ordinária;2025;Mobilidade Urbana: Organização Geral e Prestação de Contas;60;21.1;custos, orcament, planmob, plano diretor, tarifa;Lei Orçamentária Anual (LOA) com foco em Trânsito e Transporte – Carlos Henrique Costa e João Bonnet Neto, SMT/AT 00:00:06 Michele Perea Cavinato: Iniciando a gravação, bom dia a todos, bem-vindos à 81ª reunião ordinária do CMTT. [...] Hoje nós temos três pautas, o InfoSiga 3.0, sistema de trólebus, foi pedido já na última reunião, eles fizeram um breve informe e agora vão fazer realmente uma pauta, e por último a lei orçamentária, a LOA desse ano, que embora todo o trâmite já tenha sido feito, ainda falta aprovação na Câmara.
81_2025_Pleno_ordin_ata.pdf;81ª Reunião Ordinária;2025;Transporte Público Coletivo;58;20.4;frota, onibus, sptrans, transporte coletivo;81ª REUNIÃO ORDINÁRIA DO CMTT Data: 31/10/25 Horário: on-line Participantes Alexandre Zona 6 Anselmo Rizante Antonio Manuel Leria Antônio Marcos Madeira Carlos Alberto S Codesseira Carlos Henrique de Campos Costa Carolina Horta Cattaneo Caroline Duarte Conselheira Marta Porta Daniel Augusto De Souza Borges Dawton Roberto Batista Gaia Debora Sipukow Eduardo Reis – SPTrans Élio Elio Bueno de Camargo Evandro Caramaschi Ferreira do Vale Everaldo Valenga Alves Felipe Lara Vogel Fernanda Ormelezi Pitombo George Queiroz Gerson - SPTrans Gisele Gisele Heloise Barbosa Glaucia Bellei Neix Hidely Idernani do Carmo Joao Bonett Neto José Antonio Oka Jose Julio Rebelo José Renato Soibelmann Melhem Julia Martins Ferreira kenji kawakami lea - SMT Lucas de Barros Teixeira Luciana Trindade Manoel – SPTrans Manoel Santos Marcelo Ribeiro Favilla Marcelo Rodrigues Mario Luiz de Camargo Filho Mauro Michele Perea Cavinato Nicolas Xavier de Carvalho Pamela Escolastico Rodrigues Priscila (SPTrans) Rafael Drummond Rafaela Moreira read.ai meeting notes Renan Villarta Ricardo Airut Pradas Ricardo Pradas Richard Melo Da Silva Rodrigo Candido Rosilda sandraramalhoso Sergio Ricardo do Amaral Sonia - Spurbanuss SPTrans - Alferes Susy Kis Curzio Campos Wagner palma Pautas 1. [...] Sistema Trólebus na Cidade de São Paulo: Histórico, Infraestrutura e Modelos Contratuais - Alferes Soares Alves, Gerente de Desenvolvimento e Inovação Tecnológica, SPTrans.
81_2025_Pleno_ordin_ata.pdf;81ª Reunião Ordinária;2025;Estrutura e Organização da Rede Viária;33;11.6;asfalto, cet, corredor, recapeamento, via;00:40:36 Everaldo Valenga Alves: Muito rapidamente, a gente está voltando e fazendo um acordo — na verdade, um convênio, com a CET. [...] Inclusive, boa parte da qualidade dos dados que nós temos hoje na cidade de São Paulo deriva da troca técnica que existe entre as equipes da CET e a nossa.
81_2025_Pleno_ordin_ata.pdf;81ª Reunião Ordinária;2025;Mobilidade Ativa: Bicicletas;28;9.8;bicicleta, ciclista, ciclofaixa, ciclovia;Eu sou Jorge, conselheiro aqui da cadeira dos ciclistas. [...] Uma vez eu fiz uma coisa… Eu entro muito no InfoSiga já há muitos anos, produzo alguns gráficos, pesquiso especialmente a parte de ciclistas aqui em São Paulo.
81_2025_Pleno_ordin_ata.pdf;81ª Reunião Ordinária;2025;Motocicletas e Motofrete;15;5.3;faixa azul, moto;Tivemos a explosão das mortes de motociclistas, e a prefeitura não acompanha, não acompanha no sentido de não divulgar corretamente, inclusive porque não tem interesse, já que isso poderia prejudicar o projeto da Faixa Azul. [...] Pelo InfoSiga, se você olhar os dados, o projeto da Faixa Azul estaria comprometido.
82_2025_Pleno_ordin_ata.pdf;82ª Reunião Ordinária;2025;Composição e Governança do Conselho;18;33.3;conselheiro, conselho, eleic, mandato, regimento interno, representante;A gente queria entender um pouco sobre a criação desse comitê, porque ele só tem representantes do Poder Público, das secretarias, da São Paulo Transporte e representantes da Câmara Municipal. [...] Porém, a gente tem precedentes, por exemplo, de outros comitês intersecretariais, como o das calçadas, em que houve participação de conselheiros da Câmara Temática da Mobilidade a Pé.
82_2025_Pleno_ordin_ata.pdf;82ª Reunião Ordinária;2025;Mobilidade Ativa: Bicicletas;18;33.3;bicicleta, ciclista, ciclovia;00:02:55 Aline Pellegrini Matheus: Outra coisa que eu queria perguntar: a gente teve aí uma publicação no Diário Oficial do dia 12 de dezembro, uma portaria dispondo a respeito de um comitê que foi criado, um Comitê Executivo Intersecretarial do Ciclo, que trata do Plano Cicloviário e das disposições do Plano Cicloviário. [...] Então, eu queria verificar, é claro que não precisa ser agora, mas já aproveito que estou aqui e deixo registrado, a possibilidade de, de alguma forma, haver a participação da sociedade civil por meio de um representante, que seja da Câmara Temática da Bicicleta, nesse comitê.
